Date,Ticker,Headline,Description
2018-05-09,KAI,"South Korea's KAI says paid firm of Trump's lawyer $150,000 for accounting advice","South Korea's Korea Aerospace Industries Ltd (KAI) said on Wednesday it paid $150,000 for consulting services on accounting matters to a firm set up by U.S. President Donald Trump's private lawyer Michael Cohen."
2018-05-09,WMT,South Africa's Naspers sells Flipkart stake to Walmart for $2.2 billion,"South African Internet and entertainment firm Naspers  sold its entire 11.18 percent stake in Indian e-commerce firm Flipkart to Walmart Inc  for $2.2 billion, it said on Wednesday."
2018-05-09,AMZN,Walmart buys controlling stake in India's Flipkart for $16 billion,"Walmart Inc has agreed to pay $16 billion for a roughly 77 percent stake in Indian online shopping site Flipkart, the U.S. retailer's biggest foreign investment ever as it battles rival Amazon.com Inc in one of the world's biggest emerging markets."
2018-05-09,WMT,Walmart buys controlling stake in India's Flipkart for $16 billion,"Walmart Inc has agreed to pay $16 billion for a roughly 77 percent stake in Indian online shopping site Flipkart, the U.S. retailer's biggest foreign investment ever as it battles rival Amazon.com Inc in one of the world's biggest emerging markets."
2018-05-09,GOOGL,"Google eases tech stress with app controls, table-booking assistant","Google on Tuesday showed how its virtual assistant can now call restaurants and salons to book appointments, navigating complex conversations, as the Alphabet Inc  unit acknowledged that a technological onslaught was leaving users frazzled and needing a cure."
2018-05-08,BA,"U.S. Treasury's Mnuchin: Revoking Boeing, Airbus licenses to sell jets to Iran","Licenses for Boeing Co and Airbus to sell passenger jets to Iran will be revoked, U.S. Treasury Secretary Steven Mnuchin said on Tuesday after President Donald Trump pulled the United States out of the 2015 Iran nuclear agreement."
2018-05-08,BA,Exclusive: United Airlines in talks to buy wide-body jets - sources,"United Airlines  is in talks with planemakers Airbus  and Boeing Co  over the purchase of wide-body, long-haul passenger jets to replace a fleet of 50 Boeing 767 aircraft, people familiar with the discussions said on Tuesday."
2018-05-08,DIS,"Parks, 'Black Panther' propel Disney earnings past TV decline",Walt Disney Co's  quarterly profit topped Wall Street forecasts on Tuesday as higher returns from its theme parks and film studio offset ongoing pressure on the television business from digital competition.
2018-05-08,INTC,U.S. to reveal winners of drone program that has attracted top companies,"Major technology and aerospace companies including Amazon.com Inc , Apple Inc , Intel Corp , Qualcomm Inc  and Airbus SE  are vying to take part in a new slate of drone tests the United States is set to announce on Wednesday, people familiar with the matter told Reuters."
2018-05-08,AAPL,U.S. to reveal winners of drone program that has attracted top companies,"Major technology and aerospace companies including Amazon.com Inc , Apple Inc , Intel Corp , Qualcomm Inc  and Airbus SE  are vying to take part in a new slate of drone tests the United States is set to announce on Wednesday, people familiar with the matter told Reuters."
2018-05-08,AMZN,U.S. to reveal winners of drone program that has attracted top companies,"Major technology and aerospace companies including Amazon.com Inc , Apple Inc , Intel Corp , Qualcomm Inc  and Airbus SE  are vying to take part in a new slate of drone tests the United States is set to announce on Wednesday, people familiar with the matter told Reuters."
2018-05-08,TSLA,"Audi eyes 800,000 electric and hybrid car sales in 2025","German premium brand Audi on Tuesday said it plans to sell about 800,000 battery-electric and hybrid powered cars in 2025, as it seeks to catch up with electric car rival Tesla and emerge from a damaging emissions-cheating scandal."
2018-05-08,GDPR,European regulators: We're not ready for new privacy law,Europe's General Data Protection Regulation (GDPR) has been billed as the biggest shake-up of data privacy laws since the birth of the web.
2018-05-08,META,Cambridge Analytica and British parent shut down after Facebook scandal,"Cambridge Analytica, the firm embroiled in a controversy over its handling of Facebook Inc  user data, and its British parent SCL Elections Ltd, are shutting down immediately after suffering a sharp drop in business, the company said on Wednesday."
2018-05-08,META,Cambridge Analytica shouldn't escape scrutiny through closure: UK lawmaker,"Cambridge Analytica, the firm embroiled in a controversy over its handling of Facebook  data, should not escape scrutiny through its decision to shut down, the chairman of a committee of British lawmakers said."
2018-05-08,TWTR,Twitter urges all users to change passwords after glitch,"Twitter Inc  urged its more than 330 million users to change their passwords after a glitch caused some to be stored in readable text on its internal computer system rather than disguised by a process known as ""hashing""."
2018-05-08,DIS,Exclusive: Comcast prepares all-cash bid to gate-crash Disney-Fox deal - sources,"U.S. cable operator Comcast Corp is asking investment banks to increase a bridge financing facility by as much as $60 billion so it can make an all-cash offer for the media assets that Twenty-First Century Fox Inc has agreed to sell to Walt Disney Co for $52 billion, three people familiar with the matter said on Monday."
2018-05-08,DIS,Fox shares rise 3 percent on potential Comcast offer,Shares of Twenty-First Century Fox Inc rose as much as 3.4 percent on Tuesday after Reuters reported that cable operator Comcast Corp was preparing an all-cash bid to rival a deal agreed late last year with Walt Disney Co.
2018-05-08,AMZN,"Exclusive: Walmart's grocery delivery partnerships with Uber, Lyft fail to take off","Walmart Inc's  online grocery delivery partnerships with ride-hailing services Uber and Lyft have ended, according to two sources, a potential setback for the retailer's ambitions to challenge Amazon.com Inc  head-on with speedy delivery of groceries to people's homes."
2018-05-08,WMT,"Exclusive: Walmart's grocery delivery partnerships with Uber, Lyft fail to take off","Walmart Inc's  online grocery delivery partnerships with ride-hailing services Uber and Lyft have ended, according to two sources, a potential setback for the retailer's ambitions to challenge Amazon.com Inc  head-on with speedy delivery of groceries to people's homes."
2018-05-08,PG,Siemens strikes deal with German unions over job cuts,"Siemens  has reached an agreement in principle with trade unions about its plans to cut jobs and restructure its struggling Power and Gas (PG) and Process Industries and Drives (PD) businesses in Germany, it said on Tuesday."
2018-05-08,PD,Siemens strikes deal with German unions over job cuts,"Siemens  has reached an agreement in principle with trade unions about its plans to cut jobs and restructure its struggling Power and Gas (PG) and Process Industries and Drives (PD) businesses in Germany, it said on Tuesday."
2018-05-08,GDPR,Factbox: Europe's new data protection law - what will change?,The European Union's General Data Protection Regulation (GDPR) is the biggest overhaul of data privacy laws in over 20 years.
2018-05-08,PG,Siemens makes deal with German unions on job cuts,Siemens  said it had agreed in principle with trade unions about its plans to cut jobs and restructure its struggling Power and Gas (PG) and Process Industries and Drives businesses in Germany.
2018-05-07,AMZN,Snap hires Amazon veteran Tim Stone as CFO,"Snapchat-owner Snap Inc  said Tim Stone, an Amazon.com Inc  veteran who had led the integration of the online retailer's $13.7-billion Whole Foods acquisition, would replace Andrew Vollero as chief financial officer."
2018-05-07,WMT,Walmart likely to announce Flipkart deal before end of week: sources,"Walmart  is likely to announce its much-anticipated deal to buy a controlling stake in Indian e-commerce player Flipkart before the end of this week, two sources said, in what is likely to be the U.S. retail giant's biggest acquisition of a business."
2018-05-07,AAPL,Apple leads Wall Street higher; energy rally fades,"Wall Street climbed on Monday, boosted by Apple's sixth straight day of gains and by a surge in oil prices to their highest since 2014."
2018-05-07,TIM,Telecom Italia reappoints Genish as CEO after Elliott coup,"Telecom Italia (TIM)  reappointed Amos Genish as chief executive on Monday, as the phone group enters a new phase after activist fund Elliott wrestled board control from top shareholder Vivendi ."
2018-05-07,META,'Facebook effect' turns Swedish steel town into tech hot-spot,"Facebook  will double the size of its data center in Sweden's northern city of Lulea, raising its total investments in the region to about 8.7 billion crowns ($987 million), the company said on Monday."
